Supplier,Supplier Domain,Product Name,Preferred Units,Band #,Length (bp),Mass,Note,Total Bands,Product URL
Biotium,biotium.com,1 kb DNA Ladder,bp,5,4000,27,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,6,3000,138,reference band,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,7,2500,51,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,8,2000,51,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,9,1500,30,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,10,1000,138,reference band,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,11,750,35,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,12,500,45,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,13,250,68,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,1,500,60,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,2,400,60,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,3,300,60,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,4,250,60,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,5,200,120,reference band,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,6,175,80,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,7,150,80,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,8,125,80,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,9,100,120,reference band,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,10,75,80,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,11,50,80,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 25 – 500 bp,bp,12,25,80,,12,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8023&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,1,2000,50,reference band,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,2,1800,20,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,3,1600,20,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,4,1400,20,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,5,1200,20,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,6,1000,100,reference band,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,7,800,30,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,8,700,30,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,9,600,30,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,10,500,30,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,11,400,30,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,12,300,100,reference band,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,13,200,40,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,14,100,40,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 50 bp – 2 kb,bp,15,50,40,,15,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8017&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,1,1000,100,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,2,900,90,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,3,800,80,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,4,700,70,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,5,600,60,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,6,500,50,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,7,400,40,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,8,300,30,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,9,200,20,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 100 bp – 1 kb,bp,10,100,40,,10,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8021&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,1,10000,100,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,2,8000,80,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,3,6000,60,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,4,5000,50,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,5,4000,40,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,6,3000,30,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,7,2500,25,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,8,2000,20,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,9,1500,15,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,10,1000,100,reference band,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,11,800,80,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,12,600,60,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,13,400,40,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas DNA Marker: 200 bp – 10 kb,bp,14,200,20,,14,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8013&id=401
Biozym,biozym.com,Quantitas Fast DNA Marker: 100 bp – 2 kb,bp,1,2000,50,,5,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8027&id=401
Biozym,biozym.com,Quantitas Fast DNA Marker: 100 bp – 2 kb,bp,2,1000,50,,5,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8027&id=401
Biozym,biozym.com,Quantitas Fast DNA Marker: 100 bp – 2 kb,bp,3,500,50,,5,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8027&id=401
Biozym,biozym.com,Quantitas Fast DNA Marker: 100 bp – 2 kb,bp,4,250,50,,5,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8027&id=401
Biozym,biozym.com,Quantitas Fast DNA Marker: 100 bp – 2 kb,bp,5,100,50,,5,http://www.biozym.com/DesktopModules/WebShop/shopdisplayproducts.aspx?productid=8027&id=401
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,1,1000,120,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,2,900,108,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,3,800,96,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,4,700,84,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,5,600,72,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,6,500,120,reference band,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,7,450,54,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,8,400,48,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,9,350,42,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,10,300,36,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,11,250,72,reference band,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,12,200,36,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,13,150,30,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,14,100,24,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,50-1000 bp DNA Ladder,bp,15,50,24,,15,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,1,1000,120,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,2,900,108,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,3,800,96,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,4,700,84,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,5,600,72,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,6,500,120,reference band,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,7,400,48,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,8,300,36,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,9,200,36,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1000 bp DNA Ladder,bp,10,100,24,,10,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,1,1500,120,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,2,1000,120,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,3,900,108,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,4,800,96,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,5,700,84,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,6,600,72,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,7,500,120,reference band,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,8,400,48,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,9,300,36,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,10,200,36,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-1500 bp DNA Ladder,bp,11,100,24,,11,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,1,2000,112,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,2,1500,84,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,3,1250,70,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,4,1000,120,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,5,900,108,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,6,800,96,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,7,700,84,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,8,600,72,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,9,500,120,reference band,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,10,400,48,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,11,300,36,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,12,200,36,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,100-2000 bp DNA Ladder,bp,13,100,24,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,1,10000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,2,8000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,3,6000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,4,5000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,5,4000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,6,3000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,7,2500,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,8,2000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,9,1500,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,10,1000,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,11,700,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,12,500,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Canvax Biotech,psparkcloning.com,300-10 kb DNA Ladder,bp,13,300,75,,13,http://www.psparkcloning.com/web/product/buscarproductocategorias/idcategoria/20#
Carl Roth,carlroth.com,20 bp DNA-Ladder,bp,1,200,50,,10,https://www.carlroth.com/en/en/Chemicals/A-Z-Chemicals/D/DNA-Marker%2C-not-prestained/20-bp-DNA-Ladder/p/000000090003bc6900030023_en
Carl Roth,carlroth.com,20 bp DNA-Ladder,bp,2,180,50,,10,https://www.carlroth.com/en/en/Chemicals/A-Z-Chemicals/D/DNA-Marker%2C-not-prestained/20-bp-DNA-Ladder/p/000000090003bc6900030023_en
Carl Roth,carlroth.com,20 bp DNA-Ladder,bp,3,160,50,,10,https://www.carlroth.com/en/en/Chemicals/A-Z-Chemicals/D/DNA-Marker%2C-not-prestained/20-bp-DNA-Ladder/p/000000090003bc6900030023_en
Carl Roth,carlroth.com,20 bp DNA-Ladder,bp,4,140,50,,10,https://www.carlroth.com/en/en/Chemicals/A-Z-Chemicals/D/DNA-Marker%2C-not-prestained/20-bp-DNA-Ladder/p/000000090003bc6900030023_en
